"S.No","Plot No","Accession","Replication","Population","trait","value","timestamp","person","location","number","device_name"
"634","250335","PI 656016","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250335_LeafPhotoA_2025-10-01%2014_08_25.536-05_00.jpg","2025-10-01 14:08:26.560-05:00"," ","","2","SM-A166U1"
"634","250335","PI 656016","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250335_LeafPhotoA_2025-10-01%2014_08_51.901-05_00.jpg","2025-10-01 14:08:53.035-05:00"," ","","3","SM-A166U1"
"520","250336","PI 595739","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250336_LeafPhotoA_2025-10-01%2014_09_20.299-05_00.jpg","2025-10-01 14:09:21.300-05:00"," ","","1","SM-A166U1"
"520","250336","PI 595739","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250336_LeafPhotoA_2025-10-01%2014_09_42.474-05_00.jpg","2025-10-01 14:09:43.484-05:00"," ","","2","SM-A166U1"
"520","250336","PI 595739","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250336_LeafPhotoA_2025-10-01%2014_09_57.768-05_00.jpg","2025-10-01 14:09:58.850-05:00"," ","","3","SM-A166U1"
"644","250347","PI 656031","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250347_LeafPhotoA_2025-10-01%2014_13_19.280-05_00.jpg","2025-10-01 14:13:20.673-05:00"," ","","1","SM-A166U1"
"644","250347","PI 656031","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250347_LeafPhotoA_2025-10-01%2014_13_32.641-05_00.jpg","2025-10-01 14:13:33.871-05:00"," ","","2","SM-A166U1"
"644","250347","PI 656031","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250347_LeafPhotoA_2025-10-01%2014_13_51.238-05_00.jpg","2025-10-01 14:13:52.347-05:00"," ","","3","SM-A166U1"
"303","250346","PI 534096","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250346_LeafPhotoA_2025-10-01%2014_14_20.603-05_00.jpg","2025-10-01 14:14:21.885-05:00"," ","","1","SM-A166U1"
"303","250346","PI 534096","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250346_LeafPhotoA_2025-10-01%2014_14_44.069-05_00.jpg","2025-10-01 14:14:45.174-05:00"," ","","2","SM-A166U1"
"303","250346","PI 534096","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250346_LeafPhotoA_2025-10-01%2014_15_02.886-05_00.jpg","2025-10-01 14:15:03.905-05:00"," ","","3","SM-A166U1"
"230","250345","PI 533814","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250345_LeafPhotoA_2025-10-01%2014_15_33.503-05_00.jpg","2025-10-01 14:15:34.749-05:00"," ","","1","SM-A166U1"
"230","250345","PI 533814","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250345_LeafPhotoA_2025-10-01%2014_15_51.052-05_00.jpg","2025-10-01 14:15:52.288-05:00"," ","","2","SM-A166U1"
"230","250345","PI 533814","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250345_LeafPhotoA_2025-10-01%2014_16_14.260-05_00.jpg","2025-10-01 14:16:15.328-05:00"," ","","3","SM-A166U1"
"302","250344","PI 534092","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250344_LeafPhotoA_2025-10-01%2014_16_44.518-05_00.jpg","2025-10-01 14:16:45.658-05:00"," ","","1","SM-A166U1"
"302","250344","PI 534092","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250344_LeafPhotoA_2025-10-01%2014_17_07.794-05_00.jpg","2025-10-01 14:17:08.844-05:00"," ","","2","SM-A166U1"
"302","250344","PI 534092","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250344_LeafPhotoA_2025-10-01%2014_17_27.498-05_00.jpg","2025-10-01 14:17:28.475-05:00"," ","","3","SM-A166U1"
"486","250343","PI 576399","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250343_LeafPhotoA_2025-10-01%2014_18_07.711-05_00.jpg","2025-10-01 14:18:08.728-05:00"," ","","1","SM-A166U1"
"486","250343","PI 576399","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250343_LeafPhotoA_2025-10-01%2014_18_29.729-05_00.jpg","2025-10-01 14:18:30.869-05:00"," ","","2","SM-A166U1"
"486","250343","PI 576399","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250343_LeafPhotoA_2025-10-01%2014_18_52.753-05_00.jpg","2025-10-01 14:18:53.808-05:00"," ","","3","SM-A166U1"
"589","250342","PI 651496","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250342_LeafPhotoA_2025-10-01%2014_19_19.554-05_00.jpg","2025-10-01 14:19:20.894-05:00"," ","","1","SM-A166U1"
"589","250342","PI 651496","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250342_LeafPhotoA_2025-10-01%2014_19_35.673-05_00.jpg","2025-10-01 14:19:36.943-05:00"," ","","2","SM-A166U1"
"589","250342","PI 651496","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250342_LeafPhotoA_2025-10-01%2014_19_52.391-05_00.jpg","2025-10-01 14:19:53.454-05:00"," ","","3","SM-A166U1"
"320","250341","PI 534128","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250341_LeafPhotoA_2025-10-01%2014_20_26.340-05_00.jpg","2025-10-01 14:20:27.385-05:00"," ","","1","SM-A166U1"
"320","250341","PI 534128","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250341_LeafPhotoA_2025-10-01%2014_20_42.869-05_00.jpg","2025-10-01 14:20:43.849-05:00"," ","","2","SM-A166U1"
"320","250341","PI 534128","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250341_LeafPhotoA_2025-10-01%2014_21_00.570-05_00.jpg","2025-10-01 14:21:01.689-05:00"," ","","3","SM-A166U1"
"617","250340","PI 655997","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250340_LeafPhotoA_2025-10-01%2014_21_22.811-05_00.jpg","2025-10-01 14:21:23.891-05:00"," ","","1","SM-A166U1"
"617","250340","PI 655997","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250340_LeafPhotoA_2025-10-01%2014_21_37.625-05_00.jpg","2025-10-01 14:21:38.697-05:00"," ","","2","SM-A166U1"
"617","250340","PI 655997","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250340_LeafPhotoA_2025-10-01%2014_21_54.555-05_00.jpg","2025-10-01 14:21:55.606-05:00"," ","","3","SM-A166U1"
"704","250339","PI 656110","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250339_LeafPhotoA_2025-10-01%2014_22_23.350-05_00.jpg","2025-10-01 14:22:24.589-05:00"," ","","1","SM-A166U1"
"704","250339","PI 656110","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250339_LeafPhotoA_2025-10-01%2014_23_01.839-05_00.jpg","2025-10-01 14:23:03.013-05:00"," ","","2","SM-A166U1"
"704","250339","PI 656110","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250339_LeafPhotoA_2025-10-01%2014_23_28.935-05_00.jpg","2025-10-01 14:23:30.076-05:00"," ","","3","SM-A166U1"
"714","250338","PI 659693","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250338_LeafPhotoA_2025-10-01%2014_24_04.970-05_00.jpg","2025-10-01 14:24:06.017-05:00"," ","","1","SM-A166U1"
"714","250338","PI 659693","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250338_LeafPhotoA_2025-10-01%2014_24_37.011-05_00.jpg","2025-10-01 14:24:38.112-05:00"," ","","2","SM-A166U1"
"714","250338","PI 659693","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250338_LeafPhotoA_2025-10-01%2014_25_11.764-05_00.jpg","2025-10-01 14:25:12.952-05:00"," ","","3","SM-A166U1"
"685","250337","PI 656087","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250337_LeafPhotoA_2025-10-01%2014_25_51.559-05_00.jpg","2025-10-01 14:25:52.683-05:00"," ","","1","SM-A166U1"
"685","250337","PI 656087","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250337_LeafPhotoA_2025-10-01%2014_26_19.209-05_00.jpg","2025-10-01 14:26:20.232-05:00"," ","","2","SM-A166U1"
"685","250337","PI 656087","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250337_LeafPhotoA_2025-10-01%2014_27_04.579-05_00.jpg","2025-10-01 14:27:05.745-05:00"," ","","3","SM-A166U1"
"452","250727","PI570145","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250727_LeafPhotoA_2025-10-07%2013_37_04.970-05_00.jpg","2025-10-07 13:37:06.385-05:00"," ","","1","SM-A166U1"
"452","250727","PI570145","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250727_LeafPhotoA_2025-10-07%2013_39_02.675-05_00.jpg","2025-10-07 13:39:03.652-05:00"," ","","2","SM-A166U1"
"452","250727","PI570145","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250727_LeafPhotoA_2025-10-07%2013_39_14.582-05_00.jpg","2025-10-07 13:39:15.700-05:00"," ","","3","SM-A166U1"
"580","250728","PI646242","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250728_LeafPhotoA_2025-10-07%2013_39_57.624-05_00.jpg","2025-10-07 13:39:58.553-05:00"," ","","1","SM-A166U1"
"580","250728","PI646242","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250728_LeafPhotoA_2025-10-07%2013_40_13.570-05_00.jpg","2025-10-07 13:40:14.505-05:00"," ","","2","SM-A166U1"
"580","250728","PI646242","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250728_LeafPhotoA_2025-10-07%2013_40_31.749-05_00.jpg","2025-10-07 13:40:32.775-05:00"," ","","3","SM-A166U1"
"150","250729","PI329665","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250729_LeafPhotoA_2025-10-07%2013_40_59.418-05_00.jpg","2025-10-07 13:41:00.464-05:00"," ","","1","SM-A166U1"
"150","250729","PI329665","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250729_LeafPhotoA_2025-10-07%2013_41_10.916-05_00.jpg","2025-10-07 13:41:11.905-05:00"," ","","2","SM-A166U1"
"150","250729","PI329665","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250729_LeafPhotoA_2025-10-07%2013_41_22.227-05_00.jpg","2025-10-07 13:41:23.170-05:00"," ","","3","SM-A166U1"
"180","250730","PI452619","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250730_LeafPhotoA_2025-10-07%2013_41_59.237-05_00.jpg","2025-10-07 13:42:00.132-05:00"," ","","1","SM-A166U1"
"180","250730","PI452619","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250730_LeafPhotoA_2025-10-07%2013_42_17.198-05_00.jpg","2025-10-07 13:42:18.265-05:00"," ","","2","SM-A166U1"
"180","250730","PI452619","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250730_LeafPhotoA_2025-10-07%2013_42_35.954-05_00.jpg","2025-10-07 13:42:36.957-05:00"," ","","3","SM-A166U1"
"180","250730","PI452619","Rep 1","BAP","LeafPhotoNotesA","1 plant only","2025-10-07 13:42:50.184-05:00"," ","","1","SM-A166U1"
"125","250731","PI329506","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250731_LeafPhotoA_2025-10-07%2013_43_24.175-05_00.jpg","2025-10-07 13:43:25.463-05:00"," ","","1","SM-A166U1"
"125","250731","PI329506","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250731_LeafPhotoA_2025-10-07%2013_43_33.843-05_00.jpg","2025-10-07 13:43:35.074-05:00"," ","","2","SM-A166U1"
"125","250731","PI329506","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250731_LeafPhotoA_2025-10-07%2013_43_53.675-05_00.jpg","2025-10-07 13:43:55.089-05:00"," ","","3","SM-A166U1"
"379","250732","PI563009","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250732_LeafPhotoA_2025-10-07%2013_44_30.709-05_00.jpg","2025-10-07 13:44:31.857-05:00"," ","","1","SM-A166U1"
"379","250732","PI563009","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250732_LeafPhotoA_2025-10-07%2013_44_52.538-05_00.jpg","2025-10-07 13:44:53.622-05:00"," ","","2","SM-A166U1"
"379","250732","PI563009","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250732_LeafPhotoA_2025-10-07%2013_45_11.268-05_00.jpg","2025-10-07 13:45:12.343-05:00"," ","","3","SM-A166U1"
"181","250733","PI452692","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250733_LeafPhotoA_2025-10-07%2013_45_33.906-05_00.jpg","2025-10-07 13:45:35.003-05:00"," ","","1","SM-A166U1"
"181","250733","PI452692","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250733_LeafPhotoA_2025-10-07%2013_45_54.507-05_00.jpg","2025-10-07 13:45:55.588-05:00"," ","","2","SM-A166U1"
"181","250733","PI452692","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250733_LeafPhotoA_2025-10-07%2013_46_22.571-05_00.jpg","2025-10-07 13:46:23.578-05:00"," ","","3","SM-A166U1"
"75","250734","PI196598","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250734_LeafPhotoA_2025-10-07%2013_46_48.842-05_00.jpg","2025-10-07 13:46:49.996-05:00"," ","","1","SM-A166U1"
"75","250734","PI196598","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250734_LeafPhotoA_2025-10-07%2013_47_01.493-05_00.jpg","2025-10-07 13:47:02.560-05:00"," ","","2","SM-A166U1"
"430","250735","PI569465","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250735_LeafPhotoA_2025-10-07%2013_47_35.311-05_00.jpg","2025-10-07 13:47:36.553-05:00"," ","","1","SM-A166U1"
"430","250735","PI569465","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250735_LeafPhotoA_2025-10-07%2013_47_53.211-05_00.jpg","2025-10-07 13:47:54.396-05:00"," ","","2","SM-A166U1"
"430","250735","PI569465","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250735_LeafPhotoA_2025-10-07%2013_48_05.347-05_00.jpg","2025-10-07 13:48:06.587-05:00"," ","","3","SM-A166U1"
"581","250736","PI646251","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250736_LeafPhotoA_2025-10-07%2013_48_31.758-05_00.jpg","2025-10-07 13:48:33.004-05:00"," ","","1","SM-A166U1"
"581","250736","PI646251","Rep 1","BAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250736_LeafPhotoA_2025-10-07%2013_48_44.107-05_00.jpg","2025-10-07 13:48:45.200-05:00"," ","","2","SM-A166U1"
